transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,fraud_flag,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount
3108.508696,yen,Omnis consequuntur i,MOBILE,debit,visa,2020-09-21,Hintz Inc,Reno,89508,39.52963257,-119.8138046,ubuntu,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5101.459697,0.501701238,Male,Married,Very High,Liana Brooks,523,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,18-Oct,visa,Grant and Sons,US,952793.1604,19478.73103,"Kirlin, Kirlin and Kirlin",0.104701224,Otha,27.3082489
1022.225292,dollar,Rem ad sapiente. Mod,MOBILE,prepaid,mastercard,2020-02-20,Hauck-Hauck,Lafayette,70500,30.22409058,-92.01984406,android,NoPOS,US,LA,NA,NA,NA,NA,NA,NA,NA,0,Colleen,firefox,idea,Cardify,-3.0897876000000002,-100.05822000000001,73.2.52.46,NA,NA,NA,NA,NA,partner,7295.555882,0.383086245,Female,Unmarried,Low,Isabelle Harbors,503,Winslow,AR,US,72959,35.831207,-94.11866,debit,20-Apr,visa,Walsh LLC,US,247319.7453,30643.43039,NA,0.088001348336,NA,1022.225292
496,yen,Veniam enim ab expli,POS,prepaid,mastercard,2020-07-20,Brakus-Brakus,Alta,83414,43.75388718,-111.0361099,POS,Other,US,WY,Ollie Centers,Alta,WY,US,Other,43.753886999999999,-111.03610999999999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,6425.02769,0.511596457,Female,Other,High,Lane Route,431,Alta,WY,US,83414,43.753887,-111.03611,prepaid,18-May,visa,Langosh-Langosh,US,603648.6382,30512.46433,Klein Group,0.240329584,Jaquan,4.35736
3224.13717,rupee,Laudantium impedit a,POS,debit,americanexpress,2020-11-20,Gottlieb-Gottlieb,Woodland,39776,33.80661011,-89.02555847,POS,Supermarket,US,MS,Russel Stravenue,Woodland,MS,US,Supermarket,33.806609999999999,-89.025559999999999,0,Isabel,symbian,aircel,Namfix,67.78313,-75.771811999999997,23.235.209.181,NA,NA,NA,NA,NA,priority,6413.669765,0.010766996,Male,Married,Low,Wyman Views,729,NewYork,NY,US,10075,40.714268,-74.005974,debit,19-Mar,mastercard,Batz and Sons,US,444591.6931,67029.11057,NA,0.088001348336,NA,49.55498831
123,pound,Numquam asperiores n,POS,debit,americanexpress,2020-12-19,"Hoeger, Hoeger and Hoeger",Norton,5907,44.98878098,-71.78843689,POS,Bank,US,VT,Wiza Mountain,Norton,VT,US,Bank,44.988779999999998,-71.788439999999994,0,Rachelle,ios,idea,Regrant,-89.491055000000003,6.4756003,73.2.52.46,NA,NA,NA,NA,NA,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,NA,0.088001348336,NA,161.868
81,rupee,Optio voluptatum des,WEB,credit,mastercard,2020-04-18,Senger Inc,Warroad,56763,48.91114426,-95.35384369,chrome,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45:49:de:f7:20:ce,47.52.0.242,ub,Other,www.dean-ritchie.net,business,7862.513653,0.493555156,Female,Unmarried,Low,Maegan Mews,450,Marana,AZ,US,85658,32.436737,-111.22538,prepaid,20-Jan,mastercard,Langworth-Langworth,US,493635.9065,67422.43502,NA,0.088001348336,NA,1.24497
1886.748408,pound,"Inventore assumenda ",POS,credit,mastercard,2020-04-18,Senger Inc,Lee,3861,43.12313843,-71.01145172,POS,Supermarket,US,NH,Holly Roads,Lee,NH,US,Supermarket,43.123139999999999,-71.011449999999996,0,Rosario,android,vodaphone,Andalax,65.732176999999993,40.894072000000001,73.2.52.46,NA,NA,NA,NA,NA,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,NA,0.088001348336,NA,2482.960905
2,rupee,Ipsum illo sed inven,POS,debit,visa,2020-09-21,Hintz Inc,Fishers,46085,39.95559311,-86.01387024,POS,Other,US,IN,Asa Manor,Fishers,IN,US,Other,39.955593,-86.013869999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,3882.213717,0.374799044,Female,Married,Low,Bechtelar Keys,858,RoundRock,TX,US,78665,30.508255,-97.678894,prepaid,20-Oct,mastercard,Lueilwitz Group,US,879125.4105,52922.2478,Mante Group,0.387628859,Jakob,0.03074
313,yen,"Unde eveniet qui et ",WEB,debit,americanexpress,2020-03-21,Leuschke and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,firefox,NoPOS,US,OH,NA,NA,NA,NA,NA,NA,NA,0,Pink,android,aircel,Cookley,60.564045999999998,-54.503619,73.2.52.46,NA,NA,NA,NA,NA,regular,4339.769599,0.114890552,Female,Other,High,Stanton Glen,995,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,21-Jun,visa,Lind-Lind,US,305550.0347,62974.15786,NA,0.088001348336,NA,2.749705
3683.516904,dollar,Nemo veritatis dolor,WEB,prepaid,visa,2020-04-18,"Simonis, Simonis and Simonis",Chicago,60290,41.85003281,-87.65005493,ie,NoPOS,US,IL,NA,NA,NA,NA,NA,NA,NA,0,Joy,ubuntu,aircel,Bitwolf,-56.540404000000002,103.1949,8.8.8.8,NA,NA,NA,NA,NA,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,NA,0.088001348336,NA,3683.516904
1010.415259,yen,Omnis ex et et. Solu,WEB,credit,mastercard,2020-05-20,Kautzer-Kautzer,Woodside,19980,39.07138824,-75.56861115,ub,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,0,April,firefox,idea,Tresom,66.325384999999997,-160.45753999999999,96.43.110.81,NA,NA,NA,NA,NA,priority,7119.291305,0.078055621,Male,Married,Very High,Sonny Mountains,988,Westfall,OR,US,97920,43.992245,-117.687675,debit,20-Nov,americanexpress,Gottlieb-Gottlieb,US,153300.2137,25276.20205,NA,0.088001348336,NA,8.876498053
3359.5688,pound,Cum doloribus dolore,POS,debit,visa,2020-10-21,Pouros and Sons,Woodside,19980,39.07138824,-75.56861115,POS,Bank,US,DE,Schulist Street,Woodside,DE,US,Bank,39.071390000000001,-75.568610000000007,0,NA,NA,NA,NA,NA,NA,NA,1b:26:49:3b:76:31,104.24.104.181,ub,Other,www.lance-strosin.biz,business,5267.391428,0.361836865,Male,Married,Very High,Dickens Row,317,Atlanta,GA,US,39901,33.8872,-84.2897,credit,19-Feb,americanexpress,Keebler Group,US,809881.5083,16040.15039,NA,0.088001348336,NA,4421.192541
179,rupee,A nemo laudantium qu,POS,debit,visa,2020-05-19,"Schmitt, Schmitt and Schmitt",Atlanta,39901,33.8871994,-84.28970337,POS,Supermarket,US,GA,Zion Underpass,Atlanta,GA,US,Supermarket,33.8872,-84.289699999999996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,"Gutkowski, Gutkowski and Gutko",0.481515465,Berry,2.75123
1989.271113,pound,"Quo quaerat tempore ",POS,credit,mastercard,2020-04-18,Senger Inc,Georgetown,21930,39.39972305,-75.8741684,POS,Bank,US,MD,Meghan Trafficway,Georgetown,MD,US,Bank,39.399723000000002,-75.874170000000007,0,NA,NA,NA,NA,NA,NA,NA,4a:c3:b0:f7:89:a5,96.43.110.81,safari,MacOS,www.pascale-rodriguez.com,regular,6089.626071,0.291597811,Male,Married,Low,Reinger Springs,549,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Apr,americanexpress,"Walker, Walker and Walker",US,447516.1178,3890.341125,NA,0.088001348336,NA,2617.880785
1738.694467,pound,Quidem velit dolores,MOBILE,credit,mastercard,2020-05-22,Roob Inc,Washington,56972,38.85879898,-76.98680115,windows,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46:74:f5:0d:c9:18,23.235.209.181,chrome,MacOS,www.nicolette-shields.io,regular,5590.977795,0.196250428,Male,Married,High,Torphy Flats,253,Sacramento,CA,US,95811,38.581573,-121.4944,debit,18-Apr,visa,"Buckridge, Buckridge and Buckridge",US,651172.0257,73993.16896,NA,0.088001348336,NA,2288.121918
2310.465028,pound,Ut rem quam et ut qu,MOBILE,debit,americanexpress,2020-11-20,Gottlieb-Gottlieb,Westfall,97920,43.99224472,-117.6876755,firefox,NoPOS,US,OR,NA,NA,NA,NA,NA,NA,NA,0,Ima,android,idea,Otcom,-53.618003999999999,-150.18131,96.43.110.81,NA,NA,NA,NA,NA,regular,7825.878153,0.548388133,Female,Married,Low,Mayer Forge,478,Rolla,KS,US,67954,37.108883,-101.644684,credit,21-Mar,mastercard,Denesik-Denesik,US,644384.1197,26403.80081,NA,0.088001348336,NA,3040.571977
3747.368252,rupee,Debitis corrupti vol,MOBILE,credit,americanexpress,2020-05-19,"Hessel, Hessel and Hessel",FortMill,29707,35.00737,-80.94507599,ios,NoPOS,US,SC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5253.27173,0.081513288,Male,Unmarried,Low,Alia Drives,150,NorthPort,FL,US,34291,27.044224,-82.23592,debit,20-Sep,americanexpress,Marquardt and Sons,US,294397.5071,94798.93987,Emard-Emard,0.323612851,Corene,57.59705004
1727.474513,pound,"Ut earum laboriosam ",WEB,credit,mastercard,2020-05-22,Roob Inc,Washington,56972,38.85879898,-76.98680115,ie,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41:18:f3:b1:4c:78,8.8.8.8,ub,Solaris,www.sofia-schultz.org,partner,6658.768659,0.05023257,Male,Married,Low,Juana Street,893,PostFalls,ID,US,83877,47.718056,-116.950554,credit,22-Aug,americanexpress,Daniel and Sons,US,151800.7076,95162.11175,NA,0.088001348336,NA,2273.35646
2809.530919,yen,Facere saepe rerum n,MOBILE,prepaid,americanexpress,2020-10-21,Kub-Kub,Woodside,19980,39.07138824,-75.56861115,ios,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,c0:09:42:19:40:fb,107.154.105.1,ub,Windows,www.helmer-schmeler.name,business,7889.528037,0.316860785,Male,Married,Very High,Gabrielle Mountai,995,Spearfish,SD,US,57799,44.490833,-103.85889,credit,20-Oct,visa,Reichel-Reichel,US,728540.5076,36153.10853,NA,0.088001348336,NA,24.68172912
198,pound,Ex aut mollitia mole,WEB,debit,mastercard,2020-12-20,Jenkins-Jenkins,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,Karina,android,idea,Zathin,16.122989,44.690553999999999,96.43.110.81,NA,NA,NA,NA,NA,priority,3886.811431,0.513302575,Male,Married,Very High,Helena Drives,246,Marana,AZ,US,85658,32.436737,-111.22538,prepaid,18-May,mastercard,Koch LLC,US,383228.6955,7377.370121,NA,0.088001348336,NA,260.568
255,pound,Sint possimus ad sin,POS,debit,americanexpress,2020-09-20,Marquardt and Sons,RoundRock,78665,30.508255,-97.67889404,POS,Other,US,TX,Wayne Shore,RoundRock,TX,US,Other,30.508254999999998,-97.678894,0,Kip,firefox,airtel,Zaam-Dox,58.280320000000003,13.254341,23.235.209.181,NA,NA,NA,NA,NA,partner,7117.610658,0.067558497,Female,Unmarried,Low,Branson Fall,2,Westfall,OR,US,97920,43.992245,-117.687675,prepaid,22-May,visa,Walker and Sons,US,588784.9493,84583.76945,NA,0.088001348336,NA,335.58
86,rupee,Porro sed optio saep,MOBILE,credit,americanexpress,2020-07-22,Gusikowski-Gusikowski,SaintGeorge,84791,37.08919907,-113.5563965,ubuntu,NoPOS,US,UT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,7117.610658,0.067558497,Female,Unmarried,Low,Branson Fall,2,Westfall,OR,US,97920,43.992245,-117.687675,prepaid,22-May,visa,Walker and Sons,US,588784.9493,84583.76945,Borer Inc,0.407827921,Judah,1.32182
183,pound,Recusandae dicta ass,POS,prepaid,americanexpress,2020-07-18,Legros LLC,Atlanta,39901,33.8871994,-84.28970337,POS,Bank,US,GA,Schultz Parks,Atlanta,GA,US,Bank,33.8872,-84.289699999999996,0,NA,NA,NA,NA,NA,NA,NA,9d:cf:92:31:6d:e5,23.235.209.181,firefox,Linux,www.dimitri-hickle.org,business,6991.499566,0.274236468,Male,Other,Very High,Dietrich Spur,429,Winslow,AR,US,72959,35.831207,-94.11866,prepaid,19-Oct,mastercard,Lind and Sons,US,292145.4688,68651.9804,NA,0.088001348336,NA,240.828
1490.316801,pound,Nostrum corrupti qui,POS,prepaid,visa,2020-04-22,"Kertzmann, Kertzmann and Kertzmann",Westfall,97920,43.99224472,-117.6876755,POS,Other,US,OR,Lois Fort,Westfall,OR,US,Other,43.992244999999997,-117.687675,1,NA,NA,NA,NA,NA,NA,NA,68:0c:08:71:06:4d,96.43.110.81,opera,Linux,www.stone-harber.name,business,5270.760204,0.193462904,Male,Other,Low,Mitchel Knoll,710,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,20-Dec,americanexpress,Padberg LLC,US,461885.2247,94368.69109,NA,0.088001348336,NA,1961.25691
1748.191908,yen,Numquam aut aut cumq,WEB,prepaid,visa,2020-11-17,Mraz and Sons,WestFarmington,4992,44.66277695,-70.15583038,ub,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,de:35:dd:de:28:e2,47.52.0.242,chrome,Other,www.alyson-hansen.name,priority,4516.387984,0.386419597,Female,Married,High,Victoria Station,230,RoundRock,TX,US,78665,30.508255,-97.678894,debit,19-Dec,americanexpress,"Hoeger, Hoeger and Hoeger",US,225848.4036,78734.49116,NA,0.088001348336,NA,15.35786591
3708.681247,dollar,Possimus est volupta,WEB,prepaid,americanexpress,2020-07-18,Legros LLC,BattleCreek,49037,42.32115173,-85.17971039,ub,NoPOS,US,MI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5222.384087,0.047691694,Male,Married,High,Malcolm Forge,195,Washington,DC,US,56972,38.8588,-76.9868,debit,18-Oct,visa,Rice Group,US,323041.4172,21076.05026,Hilll LLC,0.373328683,Armand,3708.681247
2420.639667,rupee,"Libero porro sed ut ",WEB,prepaid,americanexpress,2020-02-22,Boehm and Sons,Andover,5544,42.64640045,-71.16570282,ub,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,0,Hellen,windows,idea,Sonsing,72.291888,155.46976000000001,107.154.105.1,NA,NA,NA,NA,NA,regular,7825.878153,0.548388133,Female,Married,Low,Mayer Forge,478,Rolla,KS,US,67954,37.108883,-101.644684,credit,21-Mar,mastercard,Denesik-Denesik,US,644384.1197,26403.80081,NA,0.088001348336,NA,37.20523169
1449.241482,yen,"Consequuntur quidem ",POS,debit,visa,2020-11-17,Bogan-Bogan,Rolla,67954,37.1088829,-101.6446838,POS,Supermarket,US,KS,Lyda Club,Rolla,KS,US,Supermarket,37.108882999999999,-101.644684,0,NA,NA,NA,NA,NA,NA,NA,8c:69:7d:5b:5d:b4,23.235.209.181,chrome,MacOS,www.matt-kozey.co,business,3417.869898,0.42795358,Female,Married,High,Daniel Loaf,501,ColoradoSpring,CO,US,80902,38.83388,-104.821365,debit,21-Oct,mastercard,Blanda LLC,US,944068.7014,81864.59341,NA,0.088001348336,NA,12.73158642
3758.147347,yen,Optio corrupti in ar,WEB,debit,americanexpress,2020-09-20,Marquardt and Sons,NorthPort,34291,27.04422379,-82.23592377,opera,NoPOS,US,FL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,credit,17-Nov,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,"Eichmann, Eichmann and Eichman",0.291306413,Juana,33.01532445
3227.417336,rupee,Animi facilis fugiat,MOBILE,debit,mastercard,2020-09-20,Little-Little,Wilder,38589,36.23052597,-85.07471466,firefox,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2d:00:61:96:fe:04,73.2.52.46,firefox,Solaris,www.ernest-mclaughlin.net,priority,3760.579106,0.08753777,Male,Other,High,Legros Shores,369,York,AL,US,36925,32.472767,-88.2683,credit,21-Dec,americanexpress,Bartoletti-Bartoletti,US,760239.2043,65503.26581,NA,0.088001348336,NA,49.60540445
2190.203895,yen,Nulla minus esse quo,MOBILE,prepaid,mastercard,2020-10-19,Lind and Sons,Winslow,72959,35.83120728,-94.11865997,android,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,0,Rowena,symbian,aircel,Zamit,32.910598999999998,-45.465676999999999,96.43.110.81,NA,NA,NA,NA,NA,priority,3760.579106,0.08753777,Male,Other,High,Legros Shores,369,York,AL,US,36925,32.472767,-88.2683,credit,21-Dec,americanexpress,Bartoletti-Bartoletti,US,760239.2043,65503.26581,NA,0.088001348336,NA,19.24094122
2742.271221,dollar,Molestiae in eum vol,WEB,prepaid,americanexpress,2020-10-20,Schmeler-Schmeler,Georgetown,21930,39.39972305,-75.8741684,opera,NoPOS,US,MD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41:d2:7f:a6:cb:69,96.43.110.81,safari,Other,www.michel-mccullough.co,partner,7397.405587,0.327467592,Male,Other,Very High,Metz Spurs,305,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,19-Jun,americanexpress,Daugherty Inc,US,235348.372,7422.929002,NA,0.088001348336,NA,2742.271221
1046.293526,rupee,Eum aut voluptate el,WEB,credit,visa,2020-10-20,Reichel-Reichel,Spearfish,57799,44.49083328,-103.8588867,ub,NoPOS,US,SD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,b5:d1:8a:9c:8a:92,104.24.104.181,ub,MacOS,www.amalia-schulist.io,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,NA,0.088001348336,NA,16.08153149
2013.827953,pound,"Quisquam et tempora ",POS,prepaid,visa,2020-06-18,Rutherford Group,Washington,56972,38.85879898,-76.98680115,POS,Bank,US,DC,Bechtelar Stream,Washington,DC,US,Bank,38.858800000000002,-76.986800000000002,1,Buster,android,idea,Fix San,21.995837000000002,-170.91202999999999,104.24.104.181,NA,NA,NA,NA,NA,business,4513.357715,0.07298049,Female,Other,High,Bode Vista,330,Reynoldsburg,OH,US,43069,39.954784,-82.81212,debit,21-Mar,americanexpress,Leuschke and Sons,US,401845.6566,64553.44914,NA,0.088001348336,NA,2650.197586
209,dollar,Libero ratione et no,WEB,prepaid,visa,2020-10-22,Mraz and Sons,WestFarmington,4992,44.66277695,-70.15583038,opera,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,0,Jace,ios,airtel,Greenlam,-10.506180000000001,109.75906999999999,8.8.8.8,NA,NA,NA,NA,NA,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,NA,0.088001348336,NA,209
28,dollar,Accusamus in hic ten,POS,debit,americanexpress,2020-09-20,Marquardt and Sons,Spearfish,57799,44.49083328,-103.8588867,POS,Supermarket,US,SD,Pacocha Meadow,Spearfish,SD,US,Supermarket,44.490833000000002,-103.85889,0,NA,NA,NA,NA,NA,NA,NA,65:4e:be:f1:d8:3e,104.24.104.181,safari,Other,www.kristina-streich.biz,priority,6425.02769,0.511596457,Female,Other,High,Lane Route,431,Alta,WY,US,83414,43.753887,-111.03611,prepaid,18-May,visa,Langosh-Langosh,US,603648.6382,30512.46433,NA,0.088001348336,NA,28
298,yen,Molestiae a distinct,MOBILE,prepaid,mastercard,2020-09-20,Swaniawski Group,Edmond,73025,35.65283203,-97.47809601,symbian,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,"Koelpin, Koelpin and Koelpin",0.546319258,Malachi,2.61793
2166.208869,yen,Vitae maiores quibus,POS,prepaid,mastercard,2020-02-22,Langosh-Langosh,Spotsylvania,22551,38.20096588,-77.5891571,POS,Supermarket,US,VA,Brakus Glen,Spotsylvania,VA,US,Supermarket,38.200966000000001,-77.589160000000007,0,NA,NA,NA,NA,NA,NA,NA,5c:9a:54:41:1a:df,23.235.209.181,firefox,Solaris,www.jayda-stracke.co,business,5056.343151,0.065977291,Male,Other,Very High,Marlene Lake,159,Whitefish,MT,US,59937,48.404,-114.35086,credit,19-Jan,mastercard,"Davis, Davis and Davis",US,245588.7732,86492.77589,NA,0.088001348336,NA,19.03014491
1563.287974,dollar,Beatae neque et et a,WEB,debit,americanexpress,2020-10-18,"Sawayn, Sawayn and Sawayn",Carolina,988,18.40200043,-65.97820282,ub,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,4158.98562,0.131449554,Female,Other,Low,Boyer Wall,170,WestChester,PA,US,19388,39.960663,-75.60549,credit,18-Dec,visa,Ledner LLC,US,903411.9601,81701.38843,"Zboncak, Zboncak and Zboncak",0.288189884,Lucius,1563.287974
3861.712115,dollar,"Quia quo eveniet et ",WEB,prepaid,visa,2020-06-20,Murray-Murray,Woodland,39776,33.80661011,-89.02555847,ub,NoPOS,US,MS,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,6021.658459,0.025269504,Male,Unmarried,Low,Randall Square,744,Andover,MA,US,5544,42.6464,-71.1657,credit,19-Jun,mastercard,Bashirian-Bashirian,US,287793.4853,98343.89731,Gusikowski-Gusikowski,0.210676476,Charles,3861.712115
2540.623719,yen,Quos dolor enim exce,WEB,prepaid,visa,2020-04-18,"Simonis, Simonis and Simonis",Chicago,60290,41.85003281,-87.65005493,chrome,NoPOS,US,IL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,bd:70:b1:3d:f7:8e,64.145.76.239,firefox,Other,www.cyril-west.com,regular,6989.255606,0.14772139,Female,Married,High,Karine Via,36,Norton,VT,US,5907,44.98878,-71.78844,debit,20-Nov,visa,"Sporer, Sporer and Sporer",US,366028.9464,1595.341164,NA,0.088001348336,NA,22.31937937
3793.713115,yen,Doloremque dicta eni,MOBILE,credit,visa,2020-12-18,Sporer Group,Atlanta,39901,33.8871994,-84.28970337,firefox,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,0,Royal,android,jio,Transcof,-16.170808000000001,-84.470578000000003,23.235.209.181,NA,NA,NA,NA,NA,business,4513.357715,0.07298049,Female,Other,High,Bode Vista,330,Reynoldsburg,OH,US,43069,39.954784,-82.81212,debit,21-Mar,americanexpress,Leuschke and Sons,US,401845.6566,64553.44914,NA,0.088001348336,NA,33.32776972
2667.318027,rupee,Et perferendis accus,WEB,credit,americanexpress,2020-12-20,McClure-McClure,Onego,26886,38.80171967,-79.45069885,safari,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,e0:31:34:21:e3:50,23.235.209.181,firefox,Other,www.gilberto-bartell.biz,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,NA,0.088001348336,NA,40.99667808
1578.393834,dollar,Aut occaecati distin,WEB,prepaid,mastercard,2020-10-19,Lind and Sons,Winslow,72959,35.83120728,-94.11865997,ub,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,b1:ac:89:55:b0:c5,64.145.76.239,ub,Solaris,www.bell-carter.com,regular,3434.357987,0.232912104,Male,Other,High,Blick Key,718,Trementina,NM,US,88439,35.584946,-104.61634,debit,18-Apr,americanexpress,Lebsack Group,US,879743.156,35578.66062,NA,0.088001348336,NA,1578.393834
321,rupee,Eum dolores id dolor,MOBILE,prepaid,americanexpress,2020-10-21,Kub-Kub,Woodside,19980,39.07138824,-75.56861115,symbian,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,3346.835525,0.434971812,Female,Unmarried,Low,Bernhard Island,48,Woodside,DE,US,19980,39.07139,-75.56861,prepaid,21-Oct,americanexpress,Kub-Kub,US,550433.122,22763.65497,"Mann, Mann and Mann",0.045334846,Mara,4.93377
3765.78992,rupee,Est optio qui molest,MOBILE,debit,americanexpress,2020-11-17,"Williamson, Williamson and Williamson",Spotsylvania,22551,38.20096588,-77.5891571,android,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,3407.555384,0.332790829,Male,Married,Low,Price View,885,WestChester,PA,US,19388,39.960663,-75.60549,credit,22-May,visa,Maggio LLC,US,560537.1023,68804.04541,Kunde Inc,0.177038982,Destinee,57.88019106
34,dollar,Voluptatem voluptate,POS,prepaid,visa,2020-06-18,Rutherford Group,Reno,89508,39.52963257,-119.8138046,POS,Bank,US,NV,Hills Mountains,Reno,NV,US,Bank,39.529632999999997,-119.813805,1,Colby,firefox,vodaphone,Zamit,-67.444426000000007,-11.039472,73.2.52.46,NA,NA,NA,NA,NA,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,NA,0.088001348336,NA,34
